"","BCR_1_Y","BCR_2_Y","BCR_3_Y","BCR_4_Y","BCR_5_Y","BCR_6_Y","BCR_7_Y","BCR_8_Y","BCR_9_Y","BCR_10_Y","BCR_11_Y","BCR_12_Y","BCR_13_Y","BCR_14_Y","BCR_15_Y","E2A_1_Y","E2A_2_Y","E2A_3_Y","E2A_4_Y","E2A_5_Y","E2A_6_Y","E2A_7_Y","E2A_8_Y","E2A_9_Y","E2A_10_Y","E2A_11_Y","E2A_12_Y","E2A_13_Y","E2A_14_Y","E2A_15_Y","E2A_16_Y","E2A_17_Y","E2A_18_Y","E2A_19_Y","E2A_20_Y","E2A_21_Y","E2A_22_Y","E2A_23_Y","E2A_24_Y","E2A_25_Y","E2A_26_Y","E2A_27_Y"
"ENSG00000135625",1639.4,1975.7,1166.9,2857.9,1132.2,-1439.9,852.6,896.9,274.6,2380.8,265.5,-122.5,-1178,-82.4,1525.1,-668.7,-29.2,-619.9,-1863,-1126,334.4,-1327.3,-743.6,-1185.9,-285.9,-168.9,-114.2,-1849.2,680.8,-2137,-1110.7,-411.3,32.9,154.6,-827.6,-480.4,-342.4,-879.2,-1455.5,-3118.9,-107.3,-1063.1
"ENSG00000113013",1196.95,-1045,730.6,-924.7,395.9,1153.15,1024.65,54.75,300.05,-798.4,262.3,678.9,9.60000000000002,1752.9,582.5,-1236.25,501.2,-1364.25,26.4,-1074.75,-399.6,-509.7,-576.35,597.9,27.25,-378.7,658.3,-635.45,398.85,779.05,-408,-367.4,662.1,472.95,432.15,1324.6,624.65,20,-235.3,-1102.3,870,-716.95
"ENSG00000143450",2959.3,1621.9,2683.2,836.4,3332.4,5890.2,2393.5,4931.5,3412,2875.1,3205.8,3724.5,3311.3,3713.7,3380.1,2060.4,1868,2273.9,1487.4,3690.8,2423.5,2152.8,2624.7,-1005.2,1915.3,3768.2,1712.2,4024.3,1500.6,3214.6,2766,3089.6,2067.6,3186.5,2863.4,4405.7,3126.9,3112.3,2526.5,2820.7,3822.9,1625
"ENSG00000143436",3299.8,404.8,-631.3,-34.1,-396.5,-122.4,-224.9,-203,659.5,194,1675.9,-1261.4,835.6,-705.3,797.1,1151.3,121.4,-273.4,-177.7,471.8,-195.4,-271.6,485.7,926.6,215.4,-1071.1,869.2,-1369.3,1264.2,738,171,822.8,1150.9,-826.9,-738.2,-1096.9,-449.4,45.8,32.1,455.1,219,812.4
"ENSG00000102054",2930.3,516.9,1498.7,632.8,324.5,1410.7,1075.1,464.1,105.5,847.6,1341.3,545.8,888.8,754.5,283.5,2403,1014.1,304.9,384.9,-421.4,133.4,-345.9,-43.1,2007.9,-171.9,1176.7,819.3,592.3,-429.4,644.5,-303.3,1238,2439.1,497.1,-325.8,-914.9,982.8,1439.6,995.7,1456.9,2228.2,819.5
"ENSG00000106636",2105.2,3205.3,5346,3930.45,8964.75,-255.1,14250.35,399.2,6733.95,13671.8,944.65,8333.1,3971,10644.45,8294.2,4297.95,3058.4,1408.1,2271.85,1940.55,2682.05,421.65,1025.65,1426.75,2646.65,1232.85,1989.8,852.2,2013.2,948,7033.9,2462.5,4042.8,2488.9,3670.5,8775.4,3780,1987.6,1129.05,1764.3,813.85,2094.55
"ENSG00000104866",13583.3,8281,9697.9,11312.7,7297.5,11971,16493.5,4726,11666.1,7304.3,5796.8,14299.3,19044.2,19535.7,7733.6,30430.5,61917.6,21093.6,32891,35438.4,43314.7,53698.2,46866,29411.8,43705.9,27390.7,40262.6,36086.8,50163.9,56675.5,39200.6,37553.1,38558.5,39214,34955.3,23708.4,43440.7,57333.5,37453.9,59425.7,24392,48427.4
"ENSG00000100060",-598,-541,1776,1077.6,-251.9,1325.9,-3061.7,1041.9,877,992.2,1625.3,-2419.5,1710.8,99.1,1903,2219.5,-251.7,1510.2,510.9,-4432.4,926,1294.6,-5.3,12.3,849.1,1961.9,738.5,1709.5,-774.5,-364.5,1983.2,-464.1,-296.9,509.2,1749.9,945.7,663.5,658.5,1047.1,-3107.9,-2487.9,1217.2
"ENSG00000118508",-1572.8,279.3,-1640.4,-1124.4,-351.5,-416.7,-1430.9,-359.6,-330.9,-766.4,241.8,-575,-263.8,-668.1,280.2,1223.5,-934,-1886.1,737,-833.6,1685,-1251,102.3,-728.4,-109.1,-1185.3,-1890.1,-2002.4,-1693.3,-1719.7,-222.8,-1213.7,-2.5,54.9,-940.9,-2587.9,-2026,307,-1182,501.2,-1308.9,423.3
"ENSG00000151689",10110.85,15078.95,9380.7,9967.1,8839.6,9043.6,12655.3,7246.85,9554.1,9253.8,5362.1,9282.75,10640,12221.6,10255.4,11643.2,16475.25,12214.15,13207.15,11101.55,18333.9,13636.85,13608.5,13461.3,13860.7,9466.65,15012.1,14169.9,12539.25,18721.35,12396.15,10691.4,15305,12440.7,13097.15,10301.2,13007,14386.7,12820.85,12788.7,10615.25,15557.25
"ENSG00000161091",304.3,-1472.5,-161.6,274.9,-482.1,-57.6,-1216.1,-423.2,-329.9,-1278.4,712.8,-377.1,402.7,-890.2,-557.8,360.3,930.5,9.9,1445.7,1344.3,4404.7,-602.2,618.3,-102.9,-292.4,410.6,1280.8,494,-342,856.2,470.2,937.9,2136.1,337.4,829.5,-307.6,517,653.7,895.4,3543.8,116.1,1504.5
"ENSG00000064961",-1409.1,-1819.1,-822.3,-22.7,-280.9,-225.1,-813.9,-492.7,8,-1164.3,506.7,-166.5,284,1349.6,65.3,-2419.9,473.4,-1613.6,735.6,-2671.1,-1218.8,-1003.7,-798.6,-2482.7,5.1,-1363.5,-763.3,-813.4,-1177.3,-893,-955.9,-1735.4,137.4,-955.2,13.8,-96.2,-129,-303.4,-574.6,-1569.8,-1649.8,-304.1
"ENSG00000152102",-514.75,-2092.45,718.75,-245.3,-482.5,513.1,1286.65,-845.9,-420.15,-240.45,524.25,462.15,-987.45,-55.15,-101,-164.65,-1616.6,386.85,134.25,-283.4,1246,296.05,-431.5,755.5,203.8,1698.95,330.05,-10.3,329.1,-1110.15,1318.75,-766.25,-344.85,-5.55000000000001,1198.7,3938.65,-669.85,68.85,1086.2,-1008.65,1603.15,245.75
"ENSG00000167315",-2013.2,2018.4,390.6,565.8,1394.4,1213.2,1907.8,256.3,-1772.9,-460.2,1890.4,1411.2,-1299.3,3142,2079.9,-3278,844.5,1903.3,-96.4,-2508.3,4087,850.3,2292.1,4514.8,370.9,3614.1,141.7,73.4,2196.3,613.5,3317.3,-3117,342.3,2409.6,-2676,-6640.9,1753.7,2434.8,-4214.5,1590.4,1938.2,1771.9
"ENSG00000169908",2065.35,-486.75,316.05,1317,459.1,-940,-1827.15,1613.9,-1191.6,1150.05,926.35,-1545.6,-580.9,1750,-971.8,-2821.5,-2193.75,-1275.9,-1498.55,-1248.7,-926.25,-1472.05,1508.7,-1918.8,-1064.55,-14.65,1006.95,-640.65,435.35,1772.8,660.65,-1245.1,-2574.8,-683.8,1710.2,-3038.2,-1209.5,968.65,-1201.65,-1972.45,-404,740.55
"ENSG00000116809",357,961.8,610.2,-388.1,819.6,577,527.6,926.8,559.4,479.8,583.1,905.4,633.8,940.4,375.3,-429.5,436.4,1883.4,-315.3,539,711.9,1227.9,1556.5,985.4,930.2,1419.5,1647,80.2,1420.8,244.3,242.9,1147.2,861.3,2322.5,1463.1,9.1,604.3,1184.9,607.9,1529.8,1444.5,1688.9
"ENSG00000169122",-782.6,720.1,571.8,1992.3,263,-85.9,1511.9,-538.5,-451.5,559.7,-484.2,2080.2,-276.4,1676.1,897.6,492.1,1024.3,-114,145,446.6,785.9,634.2,2302,-2201.7,61.6,3454.8,24.5,600.2,1176.8,1645.8,-417,1417,-124.6,1131.2,2030,1807.8,243.6,2417.8,1090.8,2389.1,1409.3,1784.8
"ENSG00000111328",1136.8,2026.3,4562.5,2614.9,1798.2,653.7,720.8,2621.4,1167.5,2056.4,2685.1,2960.4,3523.2,422.4,2754.9,2817.5,1225.9,2194.8,1546.1,2150.9,3229.3,1761.9,2113.3,1390,2357.6,3601.7,2028.2,1696,2698.2,2961.8,3363.1,4620.9,1523.4,2005,3273.9,3603.2,1380.2,2251.1,1395.8,762.2,3724.4,2198.8
"ENSG00000172201",-1397.6,-465.9,561.4,-896.7,-1363.9,-414.9,140,366.2,561.9,-1703.1,997.7,828.7,-896.1,640.3,-398.8,293.5,-727.6,1008.8,690.1,924.4,1024.8,1062.7,-107.7,-480.1,-414.1,559.2,-1147.6,-307.2,-429.4,-601.3,676.6,-1440.8,-355.5,398.8,142.7,228.1,-124.6,-886.3,-1681.4,-572.8,641.5,1565.9
"ENSG00000161509",2765.7,540.7,3451.5,311.8,162.7,845.2,-2295.3,491.7,1807.2,1087.1,1248.6,3122.3,-428.3,1409.8,-236.4,8494.8,804.9,-564.1,2448.6,-418.1,850.9,626.8,1109,-1249.2,563.2,2904.4,957,1374.5,1725.9,965.7,625.7,2032.4,-278.9,-236,2400.8,324.6,1735.5,1051.5,2010.9,2379.8,1370.2,1427.2
"ENSG00000115685",562.5,2934.3,-12,998.5,2098,1008.2,239,959.1,2254.4,1709.3,1325.7,1019,2070.9,2133.2,1565.3,468.3,2067.2,1396.6,2499.6,-538.5,1431.7,3683.7,1892.1,265.1,2728.8,2126.9,2279.9,1616.9,1002.5,1490.8,691.3,2388,2030.4,3229.8,1888.3,195.7,450,3478.7,2252,1721,2142.9,2535
"ENSG00000107372",5076.8,4646,3316.2,3284.6,2239.7,1520.3,3852.4,2840.5,2558.3,3195.7,928.1,3942.8,2890.9,5977.1,2163,1482.8,3658.4,2311.9,1596.7,1506.9,3023.2,4547.4,3210,6573.7,4094.9,2731.8,3849.4,2795.4,3478.1,3126.9,5792.5,2102.6,5608.1,3202,1705.7,4697.7,5345.7,5134.5,3561.1,3211.9,1080.8,3745.9
"ENSG00000144218",-657,937.4,3029.2,1728.2,1709,-33.6,2009.8,896.6,1023.5,3366.1,1169,2809.3,1542.2,1893.7,2124.6,1367,762.9,1605.2,1848.8,862,4145,1754.4,996.3,4486.4,763.5,2042.5,1512.1,3250,420.2,1944.1,427.5,971.5,591.5,469.8,872.3,2148.1,794.6,1386.6,2850,2501.2,2539.3,2422.1
"ENSG00000145632",-1700.6,264.9,1514.9,2646.7,-249.6,1910.7,2282.4,845.4,-715.7,-19.1,-22.3,355,334.1,602.8,-118,1249.7,113.1,-1298.6,864.5,1743.1,76.8,1135.1,747.5,1207.6,417.1,2512.8,181.2,-43.3,-18.2,-863.9,741.8,2209.8,1429.3,2070,741.5,928.6,844.8,-380,-1241.3,1084.4,471.1,225.1
"ENSG00000182287",282.8,242.1,2453.5,16.3,521.4,2459,722.1,2849.8,1445.5,940.9,731.2,3435.4,1475.1,664,1147.7,5134.5,77.6,-1876.7,81.6,-1216.5,2304.6,-958,900.3,1517.1,610.5,2570.6,331.5,684.2,315,-15.8,-67.7,1392,207.9,-309.4,1404.1,118.5,2637.8,1064.9,2121.8,911.4,863.6,-41.3
"ENSG00000164823",635.1,1157.2,922.1,2346.9,346.5,-458.2,3188.8,1068.1,1222.5,486.5,997.5,893.6,1218.1,696.6,1099.9,1636.5,325.8,1760.4,1896.4,1538.9,73.7,3147,-142.9,1213.7,672.4,-832.3,1610.3,1388.2,365.6,-650.7,1830.3,1931.8,4033,665.9,1407.1,1006.4,511.3,298,-870.4,977,3858.7,603.2
"ENSG00000002587",-2237.4,297.7,-493.9,-1143.2,147.8,-49.1,794.4,-74.4,1070.5,-294.9,761.5,-4.5,520.1,530.4,251.8,-280.1,-192.8,-500.7,1117,-199.7,-938.6,52.2,-244.7,-1186.3,-155,-2324.1,29.6,-644.3,-1537.1,-344.5,-342.4,145,383.6,-47.5,-175,-1054,-497.3,-15.9,-167.8,-195.6,955.9,370.6
"ENSG00000039123",-1621.6,8.6,-178,88.3,-474.7,86.8,520,-1173.6,-292.2,-111.9,-935.2,-687.7,-999,86.4,21.9,-729.3,-966,-691.1,-639.3,367.4,-748.3,-290.8,-302.3,399.7,-358.5,-432.4,215.5,-1082.6,-34.8,745.7,-234.2,-139.3,-743.4,-251,-253.3,228.9,2580,-83.5,984.6,-1867.2,-171.1,59
"ENSG00000166257",-1204.7,-703.1,336.1,259.2,-63.9,778.3,-277.6,540.4,556.3,1827,-1198.8,994.3,187.4,444.1,961.3,434.2,-822.8,2012.7,464.3,522.7,-1688.5,338,381.4,457.1,1018.2,1656.7,828.2,-400.6,-381.3,333.5,384.3,885.3,-465,405.9,658.6,-517.3,-174.3,800.1,2008.7,-725,-196.3,388.4
"ENSG00000023171",488.4,1556.5,526.1,970.9,318,1654.5,530.7,-199.1,-139.3,-656,1805.1,424.2,696.1,1072.9,435.7,4842.1,1042.9,249.4,1504.6,-739.8,2507.6,1155.8,841.1,-572.8,298.6,1905,120.7,-524.5,-1699.6,848.7,611.5,300.8,1307.9,651.5,1513.4,-721.8,-625.2,-392.9,-281.2,411.7,795,30.9
"ENSG00000134160",4057.9,1790.9,2515.5,1675.3,1785.5,1732.3,2717.7,-185.5,679.7,1309.3,813.4,1865.2,1878.2,1976.4,1390.1,2065.4,975.6,917.8,815.1,762,1476.5,-151.6,738,2430.9,1324.6,1047.9,1244.7,959.2,2018.4,1347.1,2088.2,2521.7,3525.5,1489,1212.9,2478.9,1813.5,1231.7,3726.3,750.2,3209.2,1206.1
"ENSG00000125878",-1292.9,51.3,470.7,-128.1,328.7,750.9,-752.8,-1302.1,814,-1653.6,-701.9,-497,1349.9,503.3,53.8,-277.2,569,1015.2,398.1,-293.9,468.9,631.3,-977.9,-156.1,-124.5,935.6,997.8,101.8,600.5,463.1,-747.7,1175.7,-940.4,426.1,-123.3,-1751.2,195.2,-134.3,2219.3,1427.1,1732.9,-208.7
"ENSG00000006756",935.3,419.9,2957.3,1263.1,4605.7,5540.9,7612.1,3245.6,2819.3,3618.8,2184.2,3324,3048.8,1690.9,3963.3,3131.7,1407.2,3283,3133.2,2624.2,1574.4,1420.6,3471.5,872.6,2737.7,2338.3,2326.2,3203.7,2088.3,2489.1,3536.6,1357.7,2779.5,1520.5,1719.9,2494.7,1367.8,2666.9,3817.9,3661.1,2675.5,3254
"ENSG00000213551",2452.8,5697.7,5670.8,8836,15790.7,4656.3,8569.7,12352.4,13791.2,10538.5,9618.1,9955,9442.7,5981.8,11265,2356.9,5261.7,841.2,6133.2,3551.9,3755.7,3611.5,6001.9,3877,4181.5,3116.2,6182.3,5684.4,6663.7,3278.4,4785.7,5500.9,10085,7326.4,4265.6,2614.9,3528,6051,4939.8,7414.5,6247.6,2818
"ENSG00000138286",343.2,1001,1006.2,1554.4,736.4,-1100.7,-225,1593.9,1424.8,-260.8,-851,602.2,-409.9,219.3,641,-1742.9,-174.6,-1686.4,1271.7,123.3,2338.2,1433.5,1901.3,-1442.2,85.3,-543.3,987.2,193.4,-48.1,756.6,1314.8,609.5,-153,-3.8,-621.2,-126,726.4,1418.3,1430,1267.5,-657.6,1050.6
"ENSG00000172845",2779.3,-387.5,208.2,72.1,197,-1431.6,-521.5,539.2,-784.5,490.6,9.9,-880.8,-245.3,99.3,863.1,-1323.7,403.1,-220.3,-990,-353.2,256.6,865.1,219.5,-177.7,674.6,-2670.2,517.5,192.7,1655.6,1212.8,-63.8,-631.9,1064.3,75,-1367.9,-1071.6,703.7,-713.1,434.5,-4646.7,-1175.1,993.3
"ENSG00000101445",-17.9,-147.4,2843.9,1868.8,1523.8,-192.1,-1417.6,608.2,1647.6,1117.5,1886,2442.5,661.6,559.1,325.1,1181.1,2526.2,89.2,-394.9,4078.4,283.3,2385.5,442,2959.4,417,1477.7,518.8,1394.9,801.5,1023.9,970.3,-64.6,1625.6,-23.4,-378.1,-318.8,913.6,-7.6,667.3,2373.1,885,384.7
"ENSG00000196440",347.9,5196.4,1488.2,4003.3,12.4,319.1,1475.8,1491.1,1610.8,111.1,-1328,1397.2,-1240.7,-531.4,187.9,2073.4,356,202.3,-2223.6,-37.7,4091.8,3128.4,2301.6,2481.5,1275.9,190.1,2040.3,292.5,657.1,1739.9,380.6,1998.2,-1341.1,1112.3,853.1,1402.7,415.2,1282.2,1902.1,-3227.7,444,-64.7
"ENSG00000135407",587.1,2463.3,2432,1231.1,714.4,2261.1,-4265.3,906.9,1115.1,705.1,1387.4,624.8,1117.9,328.2,1119.9,364.9,1591.8,511,1004,2709.9,663.4,919.9,1162.3,931.2,625.1,1261.4,1689.4,521.4,2347.7,1406.8,1426.5,-736.9,3093.4,1541.6,1316.9,1501.3,1982.5,705.1,566.2,3181.6,2671.5,1173.5
"ENSG00000270800",58854.6,38377.1,30279.8,46224.7,22979.5,27909.6,26060.3,18290.3,32915.9,45743.7,43593.1,32176.8,31348.2,113755.4,23367.4,42748.1,21864,59709,70502.2,107703.4,37264.4,16145.9,12237.6,29499.6,17508.3,277484.7,30436.8,32981.1,27178.8,30654.7,14904.7,53910.8,38182.5,47849.1,58425.2,40656.5,20797,28271.2,30414,46999.1,206069.1,23815.2
"ENSG00000091490",26737.1,41105.2,46857.1,29337.3,18201.8,41481.7,27785.8,38924.4,29170,16386.8,27638.5,31260.6,37796.4,25479.5,27956.2,29354.8,21092.8,26136.3,22364.4,17915.6,26029.8,25890.9,34093.6,20698.2,34933.4,25401.2,33931.8,33313.9,47988.4,25545.2,43496.1,45892.8,20653.9,32277.2,22434,26848.2,22834.2,32223.3,21002.8,34177.8,19212.1,25456.6
"ENSG00000156427",3619.45,2809.35,3793.3,3084.4,1676.8,4827.85,3421.25,3447.75,2035.95,1720.35,1210.95,1731.75,2983.15,3062.35,2245.15,1284.9,4227.2,1123.65,5996.85,2065.1,2140.5,3116.3,5692.4,1759.2,5296.55,3229,2491.05,2252.25,1467.35,5755.3,3820.1,3096.65,3102.4,2782.5,3672.3,604.5,2430.3,3463.2,1286.85,2825,1355.8,2116
"ENSG00000075043",816.9,277.1,-160.8,274,463.8,610.7,724.5,295.3,-221.3,427.7,-861.9,-1678.9,490.5,-94.1,-183.3,4240.9,-180.8,-263.4,165.9,-750.9,1839.4,752.7,61.1,619.5,435.5,923.4,421.8,-702.8,1696.6,-203.2,827.5,356.7,1072.8,400.4,1891.6,647.2,-355.5,658.4,255.3,-1269,-1174.7,1105.6
"ENSG00000171853",6908.5,4524.7,2297.5,4413.8,3998.9,4438.7,4531.6,4152.6,4666,3286.4,3383.5,2504.9,4218.2,2213.8,6724.7,2695.5,1582.2,1505.8,5913.1,3975.5,2040.3,2752.3,3060.2,3831.5,4532.4,1479.2,3414.6,3022.5,1261.7,4581.4,3395.7,3603.2,4777.6,3804.2,4257.2,2796.5,5607.9,3511.6,4000.2,4301.4,2485.7,5061
"ENSG00000185338",1033.8,418.9,-789.2,-899.2,-112.6,176.6,960.9,-108.1,750.2,-74.6,1173.2,746.6,70.9,-330,122.5,-995.5,-593.4,-735.5,200.1,1406.2,-495.5,-376.5,-266.5,-53.6,-198.7,-1030.7,273.8,-1217.1,-159.9,-478.7,77.7,457,-691.7,233.8,1128.6,11.1,-1042.3,334.7,937.7,-601.2,498,569.4
"ENSG00000164151",1113.8,1909.8,1091.5,1404.4,1110.1,543.3,500.2,1692.3,2740.8,2161.9,1759.3,3558.3,1555.9,1642.9,985.5,3168.8,1873.7,3040.9,483.2,60.9,1459,1679.2,1185.6,544.7,765.2,2471.9,2176.6,2422.3,112.5,69.3,1447.4,2489.2,2643.6,558.6,1052.4,227.3,810.8,1244.2,916.3,2002.2,2932.1,798.8
"ENSG00000108784",4711.9,5406.9,7924.1,4107.1,5443.7,9682.9,7336.6,4094.8,6036.8,10671.7,8319.4,13232.4,8959.7,8277.3,3895.2,10189.8,8268.5,11284.9,9064.5,5595.2,8548,7015.3,8432.7,1867.1,10310.5,11376.8,7566.8,11738.5,8624.3,14490.2,9141.8,7259.6,8255.2,5480.1,9264.1,2894.9,10724.9,6415.7,9654.4,8428.6,12467.2,11942.4
"ENSG00000265808",581,-470.2,1274,1940.9,890.5,1040.8,1707.1,-524.4,-33.2,139.1,1017.6,-680.1,1002.6,1411.1,485.1,1857.1,689.1,-242.2,-276.7,1682.1,2349.3,1278.6,813.1,2874,49.4,-19.9,4.1,792.2,307.2,215.2,411.6,1491.3,1187.9,1158.4,-297.6,-219.9,1232.8,700.2,36.7,862,1220.6,-17.6
"ENSG00000141448",-1729.6,-1231.9,-2081.5,-2357.3,-1530.7,-2938.2,-3362.6,-2213.5,-1935.1,-1935.6,-2191,-2801.6,-2884.9,-421,-1819.2,-2026.1,-2967.4,-2878.9,-1397.9,-2133.5,-5063.7,-449.2,-1961.2,-744,-1231.2,1569.7,-896.3,-2364.4,-2500.7,-2034,-2793.8,-2426.6,-4582.8,-2932.3,-557.9,54.9,-5014.3,-1421.2,-5618.3,-3006.6,-997.1,-627.2
"ENSG00000170515",2571.4,528.6,403.6,1634.2,267.1,82.1,1398.1,714.7,334.4,2345.9,679.2,1102.1,1125.9,139.6,364.7,198.5,213.7,1799.1,1080.6,23.8,1344.8,-82.7,777.1,307.8,440,591.7,307.5,630.5,1802.3,-645.2,-112,-593.5,-1097.5,721.2,140.3,-2790,1008.9,723.3,646.8,63.4,-1405,227.8
"ENSG00000121905",-428.1,29.1,334.2,587.6,1098.2,999.7,-312,1502.8,625.5,1436,677,1933.9,2430.7,2673.1,1391.8,-148.9,2046.7,2465.2,-994.3,1581.4,1686.2,1526.5,544.1,-481.8,951.6,1251.7,1528.2,632.7,-1079.1,832.3,1750.4,2317.9,819.3,1262.7,1680.9,1081.3,1626.8,2119.3,920.2,2886.2,1311.3,2295
"ENSG00000183751",-2392.9,-3803,705.4,2647.6,531.3,517.9,-1199.2,834.8,125.3,1751.3,621.2,1706.5,1474,495.3,905.7,-1288.6,-2403.7,73,-713.9,-1019.5,1373.9,1536.2,-450.4,2725.7,312.5,2747.1,762.8,393.2,-689.1,1021.3,647.5,986.7,753.5,1633.6,1702.6,902.2,1337.3,238.3,-582.3,-1906.5,2286.5,668.5
"ENSG00000186106",999.7,661,1810.2,1920.6,1416.8,2066.9,752.4,1587,1802.6,2057.9,1384.8,1244.9,901.4,1903.6,142.2,2476.1,337.4,1066.9,2826.5,1512.9,650.9,369.3,188.9,454.5,466,1994,142.9,1341.2,1335.5,-116.8,1579.5,-579.5,1236.1,818,959.8,-258.6,-24.9,673.3,-1080.8,1991.8,282.4,-800.7
"ENSG00000170471",4316.1,2814,2025.6,1374.7,1209.8,1796.8,444.2,2103.1,1207.5,2126.8,2106.5,2611.4,1322.3,2208.8,1247.6,-100.3,1242.8,3727.7,1781.4,1115,-473.6,104.5,497.9,2068.9,548.2,418.2,1419.6,921.4,1361.2,1505.5,1308.2,1543.5,1622.1,607.3,360.3,1156.6,-161.1,1092.1,1560.3,1256.3,923,1792.9
"ENSG00000185721",1467.8,536.8,1218.4,684.7,852.8,1982.4,1533.6,-163.9,-480.2,720.4,1206.9,768.5,288.1,600.1,707.8,1695.7,1212.3,1080.7,2441.5,1854.2,137.2,-107.9,736.7,1426.1,56.5,-127.1,97.4,215.7,-720.4,1136.6,-102.9,-243.7,-1786.2,507.9,730.6,1256,682.7,691.8,-1054.9,521.5,-428.1,829.2
"ENSG00000085465",2599.7,353.2,2455.3,313,1727.3,426.7,2743.1,1064.6,831,1968,3429.9,2153.4,1677.2,736.3,561.5,729.3,1553.3,2191.9,133.1,-124.4,2025.2,1088.4,1370.2,1711.9,1551.4,3303.4,1045.8,610.6,812.7,1953.3,1013,1057,3425.7,1959.7,-1070.2,1862.5,1190.9,100.3,223.9,2611.5,495.8,366.8
"ENSG00000145708",1774.1,236.3,423.6,1131.6,850.3,1324.5,157.4,941.9,-229.7,-116.8,617.6,-1561.7,392.4,-858.2,460.7,1538.7,1054.2,-346,-1129.9,2236.6,2013.3,54,-62.9,3438.2,-126.2,-1632,-442.6,-654.2,-398.6,-957,1032.5,310.1,-583.6,203,2468.6,591.6,457.5,-260.1,-142.3,-643.3,1211.1,521.5
"ENSG00000226264",2593.1,2829,6571.4,4446,3418.3,5082.6,5894.7,3101.2,6185.4,2670.4,5497.5,3970.7,3469.2,4197.3,2805.2,9165.6,5489.7,1522.8,7146.4,4488.9,7577.3,2423.4,5467.7,4934.5,5459.9,3694.3,3424.6,1626.7,2280.8,4464.5,5220.7,1434.6,4241.6,3145,4019.9,2944.3,3813.1,3562.7,3981.5,1637.3,3384.9,3853.3
"ENSG00000130702",881.8,-449.5,21.8,70.8,499.3,-328.5,1716.9,2930.5,93.6,-636.4,427.4,-14.4,280.5,-1308.3,-306.7,87.4,-227.8,111,-400,-2150.8,431.4,44.9,571.2,-1439.2,-479.5,-356.5,-1205.4,-543,-2116.5,262.5,-1588.6,-715.3,-965.5,334.9,-1669.5,-48.4,1285.1,-401.7,40.6,-890.2,-2579.5,-380
"ENSG00000103671",1533.5,-162.4,232.7,1744.6,-58.2,-1308.3,-2888.1,2891.1,772.9,548.3,-100.4,1444.4,-543.3,326.4,-234.6,-1530.7,-622.4,-4.5,127.5,-1184.3,1106.7,190.7,98.8,820,340.1,1266.8,161.9,-274.7,-343.2,-691.1,-1026.9,65.1,384,583.8,-389.6,-585.5,-915.3,-232.5,-827.9,-648.4,-313.7,-86.5
"ENSG00000083844",-422.2,16,946.3,-646.4,-454.5,1242.8,-1740.2,343.5,537.3,196.7,450.6,-9.1,97.7,613.1,145.7,-1080.3,-582.9,-741.4,922.2,-498.2,642.8,-281.1,-606.4,139.9,3.4,-944.7,-230.1,1242.4,-762.9,533,-1052.4,-81.4,158.6,-370.5,364.3,-954.9,426.8,148.7,-894.1,367.4,1469.9,220.7
"ENSG00000196663",862.2,522.3,-927.5,2581.3,772.6,-1164.7,38.7,-667.9,1286.8,1409.7,1424.9,1535.3,634.7,2518.7,464.4,3193.2,2484.7,-132,466.9,4582.3,-3154.1,-323.8,-548.6,-745.8,1117.4,77.9,1537.8,-205.8,-2.3,-451.4,325.3,2089.7,-101.1,1745.9,-462.8,-180.1,1435.1,1169.7,1485.4,-3724.5,684.5,357.1
"ENSG00000112659",-1582.9,-2939.9,-2373.2,-1746,-2900.9,-4533.9,-2760.2,-3314.8,-3091.8,-4904.5,-3477.1,-2662.2,-3920.2,-2969.6,-1873.5,-2356.9,-1578.3,-3554,-476.7,-4961.6,-1829.7,-2046.4,-1963.8,-3815,-2263,-1771.8,-2084.1,-3798.7,-2495,-887,-3660,-2632.1,-3607.7,-3473.4,-1224.1,-3488.5,-1879.3,-2730.2,-3121.7,-5284.2,-4406.8,-1290.5
"ENSG00000102309",807.7,281.6,558.8,747.8,1630.2,843,2252.5,2061.7,743,-78,963.1,489,695.7,3147.9,778,3359.5,1121.3,2154.7,91.5,36.4,1723.8,120.8,-131.5,6072.4,-579,2310.1,-841.8,160.8,-233.2,1102.5,448.4,392.1,-128.8,747.3,1214.9,-272.6,-857.7,275.8,128.4,1338.1,1200.2,437.1
"ENSG00000213931",2096.5,433.4,2393.1,604,1056,1465.6,-367.4,1813.7,1548.5,-492.4,1911.2,300.6,251.1,996.2,45.8,4233.2,1050.5,2030.8,327.5,533.9,803.6,1992.3,921.3,-655.2,452.3,852.9,655.1,421.6,1797.9,-317.7,119.4,2395.9,915.4,538.9,722.5,1321,2182.7,550.5,1310.8,413.1,794.2,986.3
"ENSG00000065618",2565,1891.4,2196,721.5,-1043.4,902.5,397.4,-1723.2,-263,-2843.4,91.3,-494.7,-1138.8,283.5,-169.3,827,-1990.1,-435.7,438,-3553.5,-15.8,149.1,-1605.3,447.3,240.4,-1910.6,2786.5,-1192.3,-644.5,-40.6,-1850.1,-1879.8,-1460.7,-2105.6,598.8,-2647.7,-1070.6,-1608.5,2039.4,-2984.6,-1197.5,-794
